도서관명,구분,시군구,개관년도,주소,상세주소,위도,경도,전화번호,홈페이지,개관시간,휴관일,국내서_총류,국내서_철학,국내서_종교,국내서_사회과학,국내서_순수과학,국내서_기술과학,국내서_예술,국내서_언어,국내서_문학,국내서_역사,국내서_합계,국외서_총류,국외서_철학,국외서_종교,국외서_사회과학,국외서_순수과학,국외서_기술과학,국외서_예술,국외서_언어,국외서_문학,국외서_역사,국외서_합계,연간증가자료수_도서자료_구입,연간증가자료수_도서자료_기증,연간증가자료수_전자자료_구입,연간증가자료수_전자자료_기증,면적_도서관 서비스 제공 면적,좌석수_총 좌석수,좌석수_어린이 열람석,좌석수_노인 및 장애인 열람석,설비_이용자용컴퓨터수,연령별 회원등록자 수_어린이,연령별 회원등록자 수_청소년,연령별 회원등록자 수_성인,가족단위회원등록자수,이용자수_도서관방문자수,인쇄자료_대출_어린이,인쇄자료_대출_청소년,인쇄자료_대출_성인,인쇄자료_대출_합계,전자자료_이용_어린이,전자자료_이용_청소년,전자자료_이용_성인,전자자료_이용_합계,인쇄자료_어린이_총류,인쇄자료_어린이_철학,인쇄자료_어린이_종교,인쇄자료_어린이_사회과학,인쇄자료_어린이_순수과학,인쇄자료_어린이_기술과학,인쇄자료_어린이_예술,인쇄자료_어린이_언어,인쇄자료_어린이_문학,인쇄자료_어린이_역사,인쇄자료_어린이_합계,인쇄자료_청소년_총류,인쇄자료_청소년_철학,인쇄자료_청소년_종교,인쇄자료_청소년_사회과학,인쇄자료_청소년_순수과학,인쇄자료_청소년_기술과학,인쇄자료_청소년_예술,인쇄자료_청소년_언어,인쇄자료_청소년_문학,인쇄자료_청소년_역사,인쇄자료_청소년_합계,인쇄자료_성인_총류,인쇄자료_성인_철학,인쇄자료_성인_종교,인쇄자료_성인_사회과학,인쇄자료_성인_순수과학,인쇄자료_성인_기술과학,인쇄자료_성인_예술,인쇄자료_성인_언어,인쇄자료_성인_문학,인쇄자료_성인_역사,인쇄자료_성인_합계,전자자료_어린이_총류,전자자료_어린이_철학,전자자료_어린이_종교,전자자료_어린이_사회과학,전자자료_어린이_순수과학,전자자료_어린이_기술과학,전자자료_어린이_예술,전자자료_어린이_언어,전자자료_어린이_문학,전자자료_어린이_역사,전자자료_어린이_합계,전자자료_청소년_총류,전자자료_청소년_철학,전자자료_청소년_종교,전자자료_청소년_사회과학,전자자료_청소년_순수과학,전자자료_청소년_기술과학,전자자료_청소년_예술,전자자료_청소년_언어,전자자료_청소년_문학,전자자료_청소년_역사,전자자료_청소년_합계,전자자료_성인_총류,전자자료_성인_철학,전자자료_성인_종교,전자자료_성인_사회과학,전자자료_성인_순수과학,전자자료_성인_기술과학,전자자료_성인_예술,전자자료_성인_언어,전자자료_성인_문학,전자자료_성인_역사,전자자료_성인_합계,어린이실,어린이 서비스 이용수,어린이 자료(인쇄)수,어린이 연간 증가 자료(인쇄)수,전자저널,전자도서,오디오북,웹데이터베이스,전자_기타,전자자료_합계,인쇄자료_합계,총류,철학,종교,사회과학,순수과학,기술과학,예술,언어,문학,역사
마포중앙도서관,공공(일반),마포구,2017-01-01,서울특별시 마포구 성산로 128 (성산동),마포중앙도서관,37.56379606,126.9082023,02-3153-5800,https://mplib.mapo.go.kr/mcl/,09:00 - 22:00,"매주 월요일, 관공서의 휴관일 및 국가가 정한 임시 공휴일",9970,13915,4643,41437,13095,17927,12803,4962,80423,18400,217575,320,125,123,1365,2187,1139,858,943,8345,1733,17138,8715,342,537,0,4430.0,741,250.0,16,55,3543,4283,65810,-1.0,840877,3463,3186,31521,38170,835,246,22746,23827,3587,1432,1202,7529,11889,3638,2779,3767,46100,8179,90102,758,778,178,2049,2467,1388,1438,505,10608,1646,21815,16336,23982,5758,61387,31254,26663,25932,11504,187913,29740,420469,1294,580,138,1905,654,331,117,519,7393,672,13603,273,315,20,518,136,126,60,70,1701,135,3354,5893,9721,661,15533,1719,2425,1090,1586,30134,2444,71206,유,247739.0,68919.0,2547.0,4719,6960,1126,0,10,12815,234713,10290,14040,4766,42802,15282,19066,13661,5905,88768,20133
마포푸르메어린이도서관,공공(어린이),마포구,2017-01-01,서울특별시 마포구 월드컵북로 494 (상암동),푸르메재단넥슨어린이재활병원 마포푸르메어린이도서관,37.58464747,126.8805204,02-6070-9286,https://mplib.mapo.go.kr/purme/index.do,월~금 오전9:00~18:00 /  토요일 10:00~16:00,일요일 및 법정공휴일,403,586,150,2509,1756,863,253,326,10536,1305,18687,1,2,0,66,37,4,0,1160,2518,41,3829,1447,954,537,0,203.74,71,71.0,4,3,371,183,1998,576.0,82330,1123,342,4291,5756,835,246,6130,7211,311,509,610,1507,3115,564,299,2322,14946,2058,26241,87,99,124,303,615,166,64,324,3470,367,5619,779,1854,1517,4930,6933,1819,870,4207,36962,4682,64553,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,23,0,0,0,31,0,80,6055,8605,665,14558,2012,2339,1028,1765,31804,2638,71469,유,-1.0,-1.0,-1.0,8,6960,1126,0,0,8094,22516,404,588,150,2575,1793,867,253,1486,13054,1346
명성교회도서관,공공(일반),강동구,1996-01-01,서울특별시 강동구 상암로51길 8 (명일동),명성교회도서관,37.54690773,127.1462752,02-440-9140,http://www.mslib.or.kr,10:00~18:00,"월요일, 법정공휴일",4951,4608,46946,13093,7127,7246,5238,2085,38185,10436,139915,158,102,2493,478,155,71,230,733,1947,3691,10058,1482,1687,0,0,2042.0,297,60.0,0,21,100,7,199,-1.0,54091,589,192,1956,2737,0,0,0,0,1150,3514,39778,7796,1293,1991,6098,3679,16200,5455,86954,1806,952,194,912,1282,754,698,432,592,759,8381,16360,18671,28000,10937,15742,8515,6446,15757,4792,4091,129311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,유,37831.0,37526.0,571.0,5640,3450,300,0,0,9390,149973,5109,4710,49439,13571,7282,7317,5468,2818,40132,14127
목마교육도서관,공공(일반),양천구,2009-01-01,서울특별시 양천구 목동서로 41 (목동),목5동주민센터 3층 목마교육도서관,37.54250898,126.8721113,02-2652-5919,https://lib.yangcheon.or.kr/libmokma/,09:00-22:00,일요일,1202,2262,473,6402,3271,3035,1207,932,21128,3178,43090,0,0,0,0,0,0,0,0,0,0,0,4234,30,2362,0,355.7,60,26.0,1,2,1205,1738,10738,-1.0,167945,2003,815,8515,11333,21,18,380,419,435,536,154,2085,2707,1157,302,660,15929,2226,26191,137,270,24,726,628,339,80,107,2995,510,5816,1477,3242,525,9376,5948,4365,1492,1747,41439,6048,75659,35,56,34,151,7,36,4,44,303,110,780,30,48,29,130,6,31,3,38,260,95,670,639,1008,612,2737,134,649,74,802,5484,1999,14138,유,26533.0,21040.0,1403.0,0,145631,4910,0,0,150541,43090,1202,2262,473,6402,3271,3035,1207,932,21128,3178
못골도서관,공공(일반),강남구,2018-01-01,서울특별시 강남구 자곡로 116 (자곡동),강남구립못골도서관,37.47153836,127.096582,02-459-5522,http://library.gangnam.go.kr/mglib,평일/주말 09:00~22:00,매주 화요일,3086,4056,1282,9644,5952,6360,2807,1517,29017,5014,68735,129,63,21,212,286,89,68,2344,5082,239,8533,5877,127,2845,0,965.88,168,24.0,8,14,1161,1776,13408,-1.0,337734,4020,1935,18441,24396,1,26,1168,1195,1459,1267,428,4186,7904,3181,1135,5992,33631,4867,64050,394,524,74,1359,1347,930,407,466,5988,852,12341,4827,8804,2171,19468,12636,12922,4639,6689,64097,10954,147207,7,7,1,18,3,10,3,2,21,4,76,5,13,0,29,17,8,2,2,69,5,150,810,1759,202,3720,366,941,334,376,11810,545,20863,유,15463.0,36273.0,2404.0,1711,360106,5595,0,0,367412,77268,3215,4119,1303,9856,6238,6449,2875,3861,34099,5253
못골한옥어린이도서관,공공(어린이),강남구,2017-01-01,서울특별시 강남구 자곡로7길 3 (자곡동),못골한옥어린이도서관,37.47330615,127.0997279,02-2226-5930,https://library.gangnam.go.kr/hchildlib/index.do,09:00~18:00,매주 월요일,971,790,297,3646,3415,1763,546,681,17881,2873,32863,9,8,0,82,64,1,4,580,1157,60,1965,2971,40,2845,0,334.0,68,68.0,8,1,950,399,3567,1287.0,154618,3315,619,8652,12586,1,26,1168,1195,934,537,992,3778,5153,1620,433,2128,21131,3654,40360,137,71,83,176,331,129,21,97,1312,415,2772,1290,1059,1050,7421,6893,2918,750,2472,31921,4684,60458,7,7,1,18,3,10,3,2,21,4,76,5,13,0,29,17,8,2,2,69,5,150,810,1759,202,3702,366,941,334,376,11810,545,20845,유,-1.0,-1.0,-1.0,0,360106,5595,0,0,365701,34828,980,798,297,3728,3479,1764,550,1261,19038,2933
문래도서관,공공(일반),영등포구,2008-01-01,서울특별시 영등포구 문래로20길 49 (문래동3가),문래도서관,37.51685383,126.8908928,02-2629-8600,https://www.ydplib.or.kr/mllib/index.do,09:00~22:00,"월요일, 법정공휴일, 도서관장이 정하는 날",2317,3692,1066,10136,4361,4837,2562,1388,27845,4373,62577,105,38,6,141,179,19,19,964,3588,168,5227,5721,253,101,0,1344.92,249,28.0,2,17,1185,923,21396,-1.0,242433,1596,614,13851,16061,0,0,16537,16537,1315,956,395,3923,5613,1559,858,2933,26742,3607,47901,281,199,38,676,965,378,185,344,4746,728,8540,5479,9455,1910,28274,14760,10755,5443,8273,93990,12371,190710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4522,2623,356,13280,1317,3257,2939,767,14422,2424,45907,유,107016.0,29676.0,2442.0,220,151658,2891,0,5,154774,67804,2422,3730,1072,10277,4540,4856,2581,2352,31433,4541
미감도서관,공공(일반),양천구,2018-01-01,서울특별시 양천구 목동중앙남로 57-10 (목동),3층 미감도서관,37.53896815,126.8654892,02-2653-5919,https://lib.yangcheon.or.kr/libmigam/,09:00~18:00,"일요일, 법정공휴일",712,1204,298,2744,1423,2733,716,452,11206,1729,23217,0,0,0,0,0,0,0,0,0,0,0,2852,50,2362,0,286.0,60,30.0,2,4,239,98,1443,-1.0,93690,1287,375,5452,7114,5,1,162,168,124,149,77,529,984,547,94,180,4381,600,7665,46,62,15,148,202,161,28,34,874,124,1694,565,1311,206,3618,2459,2482,511,664,16129,2036,29981,8,13,8,36,2,8,1,10,72,26,184,2,3,2,7,1,2,1,2,15,5,40,272,430,261,1167,57,277,32,342,2338,852,6028,유,25553.0,10812.0,1337.0,0,145631,4910,0,60000,210541,23217,712,1204,298,2744,1423,2733,716,452,11206,1729
미아문화정보도서관,공공(일반),강북구,2013-01-01,서울특별시 강북구 솔매로49길 14 (미아동),5층 미아문화정보도서관,37.62709228,127.0269757,02-944-3182,https://www.gblib.or.kr/mia/index.do,09:00~22:00,"매월 둘째 & 넷째 월요일, 정부지정 공휴일, 특별한 사유로 관장이 인정한 경우",1810,2523,872,7181,3287,3824,1925,1593,17149,4002,44166,0,0,0,4,0,0,0,609,21,0,634,1141,86,479,0,581.0,191,22.0,2,7,106,255,4165,-1.0,65836,141,159,2851,3151,24,16,40,80,22,37,27,96,96,56,11,60,705,72,1182,21,57,13,91,87,55,29,17,501,60,931,630,1256,326,2536,1303,1300,523,491,8246,1198,17809,21,102,6,274,8,28,8,28,432,35,942,14,68,4,183,6,19,6,19,288,23,630,35,170,11,457,14,46,14,47,720,58,1572,유,492.0,20493.0,443.0,0,5605,396,0,1,6002,44800,1810,2523,872,7185,3287,3824,1925,2202,17170,4002
방배도서관,공공(일반),서초구,2017-01-01,서울특별시 서초구 방배로 40 (방배동),방배3동 주민센터(신청사) 4층,37.4784386,126.9999959,02-3471-3993,https://bangbae.seocholib.or.kr/,"화-금(09:00-21:00)/토,일(09:00-18:00)","매주 월요일, 법정공휴일",712,986,359,3321,1321,1421,773,302,10127,1665,20987,1,0,1,10,3,0,5,2,513,5,540,2118,52,2544,0,270.9,78,27.0,4,1,333,314,5885,-1.0,90597,1578,651,9560,11789,0,0,0,0,228,202,90,585,585,358,199,111,3210,567,6135,80,114,25,261,203,144,76,44,1009,219,2175,1098,2254,586,5549,1935,2287,1318,615,15458,2888,33988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,유,31115.0,9406.0,453.0,1711,233099,19354,0,215,254379,21527,713,986,360,3331,1324,1421,778,304,10640,1670
방아다리문학도서관,공공(일반),양천구,2018-01-01,서울특별시 양천구 화곡로4길 10 (신월동),방아다리문학도서관,37.53858309,126.8271748,02-2604-5919,https://lib.yangcheon.or.kr/libbanga/,"평일 오전9시~오후10시 , 토요일 오전9시~오후6시","일요일, 법정공휴일",838,1521,365,3890,2524,1875,706,513,19234,2144,33610,0,0,0,0,0,0,0,340,21,0,361,4056,0,2362,0,320.0,70,5.0,8,1,313,466,5823,-1.0,71353,1863,402,7289,9554,6,3,195,204,233,256,90,752,1260,461,147,822,8562,820,13403,64,87,27,211,255,202,42,67,1736,175,2866,971,2359,431,5301,3203,2119,683,2075,31236,2956,51334,10,16,10,43,2,10,1,13,87,32,224,5,8,5,22,1,5,1,6,43,16,112,328,517,314,1405,69,333,38,412,2814,1026,7256,유,13774.0,18714.0,1239.0,0,145631,4910,0,0,150541,33971,838,1521,365,3890,2524,1875,706,853,19255,2144
배봉산숲속도서관,공공(일반),동대문구,2019-01-01,서울특별시 동대문구 전농로16길 97 (전농동),배봉산숲속도서관,37.5784361,127.0605702,02-2215-1959,https://www.l4d.or.kr/bfl,화~일 9:00~22:00,매주 월요일 및 법정공휴일(일요일 운영),440,958,112,2558,1114,1638,701,235,8870,1463,18089,0,0,0,0,0,0,0,0,0,0,0,1936,16,1780,793,330.9,62,20.0,5,2,248,222,4633,-1.0,192752,584,362,5335,6281,3,4,158,165,82,137,10,520,454,321,101,117,4293,335,6370,95,168,21,393,190,199,69,58,1529,195,2917,951,3101,337,6353,2123,3179,962,654,24218,3454,45332,1,2,0,5,0,0,0,0,26,0,34,2,6,0,7,3,1,0,1,24,2,46,245,408,22,679,36,59,20,50,1797,111,3427,유,9608.0,7730.0,562.0,0,18207,6730,1389,450,26776,18089,440,958,112,2558,1114,1638,701,235,8870,1463
보문숲길도서관,공공(일반),성북구,2024-01-01,서울특별시 성북구 보문사길 20 (보문동3가),보문종문화체험관 지하1층,37.58492213,127.0161721,02-6953-0279,http://www.sblib.seoul.kr/bmlib,09:00 ~ 18:00,매주 월요일,362,924,0,2160,1274,1295,482,362,6355,1150,14364,0,0,0,0,0,0,0,0,0,0,0,14364,0,458,0,410.17,80,30.0,0,2,0,0,0,-1.0,5534,0,0,0,0,0,0,54984,54984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842,0,132,10938,1270,2389,779,1289,29058,1287,54984,유,2124.0,5412.0,5412.0,0,9991,1644,0,0,11635,14364,362,924,0,2160,1274,1295,482,362,6355,1150
불암도서관,공공(일반),노원구,2018-01-01,서울특별시 노원구 중계로 106 (중계동)[*미고시],불암도서관,37.64528936,127.0825433,070-7718-2382,https://www.nowonlib.kr/,평일 09:00-20:00	주말 09:00-18:00,"매월 1, 3주 월요일 및 일요일을 제외한 공휴일 휴무(단, 일요일과 공휴일이 겹칠 경우 휴관)",2544,3427,1193,10854,4774,4554,4436,1302,26049,4267,63400,21,2,11,14,33,21,13,839,2113,9,3076,6176,94,562,0,1860.36,255,49.0,3,18,650,1285,7418,-1.0,241277,24536,31059,13215,68810,2,2,779,783,3469,5548,1453,17209,9572,6767,4721,4074,59415,7050,119278,348,492,75,1631,1633,685,547,497,8273,871,15052,634,454,239,2238,3098,1037,776,1529,17785,1600,29390,0,4,48,14,3,0,1,5,761,50,886,0,2,0,3,0,1,0,0,89,7,102,70,1013,147,2308,129,402,66,73,3133,226,7567,유,89031.0,19279.0,1933.0,0,9449,870,0,100,10419,66476,2565,3429,1204,10868,4807,4575,4449,2141,28162,4276
사당솔밭도서관,공공(일반),동작구,2013-01-01,서울특별시 동작구 솔밭로 86 (사당동),동작구 사당5동 708-1188,37.48408051,126.9673502,02-585-8411,http://lib.dongjak.go.kr/,"""화~금 09:00~18:00 or 21:00 or 22:00,  토~일 09:00~17:00""","매주 월요일, 공휴일, 기타 관장이 지정하는 날",1981,3996,1521,11077,3993,5603,2900,2007,27431,5261,65770,72,23,18,282,306,95,81,915,4384,142,6318,3375,62,2826,0,725.67,139,83.0,3,6,1070,1753,34365,-1.0,131463,1598,739,11539,13876,1258,582,9087,10927,222,451,508,1653,2195,825,296,989,13874,1662,22675,33,40,20,138,179,62,29,485,2010,135,3131,2130,5891,2054,14026,5760,5804,2521,3060,50407,7526,99179,19,39,44,142,188,71,25,85,1188,142,1943,9,18,6,46,44,23,13,14,285,33,491,182,505,176,1201,493,497,216,262,4318,645,8495,유,22086.0,27946.0,1572.0,0,24930,7690,0,0,32620,72088,2053,4019,1539,11359,4299,5698,2981,2922,31815,5403
삼각산어린이도서관,공공(어린이),강북구,2017-01-01,서울특별시 강북구 삼양로19길 34 (미아동),삼각산어린이도서관,37.61514822,127.0207421,02-944-3190,https://www.gblib.or.kr/kids/,평일 09:00 ~ 18:00 / 주말 09:00~17:00,"둘째, 넷째주 월요일, 정부지정공휴일",1688,609,230,2392,3036,658,328,411,18647,2100,30099,0,0,0,0,0,0,0,1407,0,0,1407,1597,37,479,0,530.37,180,180.0,0,4,1943,140,3529,0.0,69505,684,266,2076,3026,24,16,40,80,825,464,648,1459,3214,1005,252,1677,13156,2270,24970,212,66,86,200,617,201,35,235,2456,563,4671,1778,823,1054,3933,6493,1662,630,3637,28595,4597,53202,8,7,3,32,48,21,5,21,267,56,468,5,7,1,17,16,10,4,5,91,23,179,85,136,38,347,132,141,51,72,1349,250,2601,유,-1.0,-1.0,-1.0,0,5605,396,0,1,6002,31506,1688,609,230,2392,3036,658,328,1818,18647,2100
상계도서관,공공(일반),노원구,2012-01-01,서울특별시 노원구 동일로243길 57 (상계동),상계동 1118-66,37.67852767,127.0519406,02-3391-7882,https://www.nowonlib.kr/,하절기 07:00-23:00 / 동절기 08:00-23:00,"매월 둘째,넷째 월요일, 국경일",2495,2856,1085,10122,4897,4533,2103,1085,29160,4597,62933,87,3,3,105,90,5,17,2154,1859,91,4414,5462,32,562,0,897.25,236,70.0,3,20,414,1128,16138,-1.0,350298,1385,826,12723,14934,2,2,779,783,460,215,52,1016,1285,489,173,990,8419,884,13983,125,159,25,390,447,257,115,113,3118,297,5046,3031,4842,1357,13603,4747,5712,2006,3116,44913,5261,88588,0,4,48,14,3,0,1,5,761,50,886,0,2,0,3,0,1,0,0,89,7,102,70,1013,147,2308,129,402,66,73,3113,226,7547,유,43547.0,39405.0,1916.0,0,9449,870,0,100,10419,67347,2582,2859,1088,10227,4987,4538,2120,3239,31019,4688
서대문구립이진아기념도서관,공공(일반),서대문구,2005-01-01,서울특별시 서대문구 독립문공원길 80 (현저동),(이진아기념도서관),37.57295407,126.9555492,02-360-8600,http://lib.sdm.or.kr,화~금 : 09:00 ~ 20:00 / 토~일 : 09:00 ~ 17:00,매주 월요일 및 공휴일,5937,9718,4587,29297,11969,12962,9128,6221,71234,14172,175225,39,66,52,355,298,140,47,1261,5107,244,7609,8027,27,467,0,1182.0,149,38.0,2,12,1293,2532,62314,-1.0,258461,1359,639,8804,10802,0,0,1354,1354,784,447,673,3838,4545,1215,606,1392,18957,4037,36494,206,213,177,678,818,350,147,310,4458,704,8061,3063,5232,2239,21334,12230,8263,4387,4493,72299,12213,145753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,1403,118,6657,240,1232,140,589,11886,2651,25204,유,8608.0,73822.0,4689.0,0,134460,1376,1711,232,137779,182834,5976,9784,4639,29652,12267,13102,9175,7482,76341,14416
서울도서관,공공(일반),중구,2012-01-01,서울특별시 중구 세종대로 110 (태평로1가),서울도서관,37.566257,126.9778149,02-2133-0202,http://lib.seoul.go.kr,"화~금( 9:00~21:00) / 토,일( 9:00~18:00 )",월요일 및 법정공휴일,22591,27493,12783,178484,16237,72334,28282,12783,114257,39703,524947,1095,2032,755,11412,1289,5862,3899,786,18268,4121,49519,29366,9230,18954,0,2872.0,270,0.0,17,40,1593,8351,397725,-1.0,808295,253,323,28035,28611,31,2399,44295,46725,179,164,103,516,1036,313,213,158,3870,727,7279,150,209,106,563,330,351,221,81,1229,236,3476,19138,25607,9415,67469,14809,27573,19846,7910,127417,27573,346757,16,23,7,67,14,14,10,12,25592,23,25778,322,1450,36,1444,1335,323,411,241,11820,414,17796,27188,44175,2798,84057,11272,18445,14107,17605,184155,32839,436641,유,7279.0,41652.0,2358.0,14594,28020,5746,24000000,12,24048372,574466,23686,29525,13538,189896,17526,78196,32181,13569,132525,43824
서울특별시교육청강남도서관,공공(일반),강남구,1982-01-01,서울특별시 강남구 선릉로116길 45 (삼성동),서울특별시교육청강남도서관,37.51368143,127.0468374,02-3448-4741,https://gnlib.sen.go.kr,자료실 평일09:00-18:00 (종합자료실 20:00) 주말09:00-17:00,"매월 첫째, 셋째 수요일 및 일요일을 제외한 법정공휴일",5071,6862,3425,23318,8649,12632,6270,4589,52189,11032,134037,65,44,27,339,278,135,128,2063,8375,360,11814,7270,250,2806,0,1534.2,202,36.0,8,35,1072,2215,60405,-1.0,337925,548,453,6766,7767,227,52,1670,1949,1339,1008,785,4413,8337,1937,678,4154,40751,6711,70113,631,869,222,2407,1318,1003,485,737,7780,1479,16931,4341,6810,1208,17253,3522,7089,3685,2481,29272,6600,82261,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,100332.0,47516.0,2250.0,235,260470,9398,12752,5665,288520,145851,5136,6906,3452,23657,8927,12767,6398,6652,60564,11392
서울특별시교육청강동도서관,공공(일반),강동구,1984-01-01,서울특별시 강동구 양재대로116길 57 (길동),강동도서관,37.53815107,127.1434874,02-2225-9800,https://gdlib.sen.go.kr,07:00-22:00,"첫째, 셋째 목요일",6662,9536,4414,29143,9919,15072,7510,5315,59765,13217,160553,249,74,57,418,545,100,64,1586,7661,311,11065,8790,397,2806,0,2654.65,663,111.0,7,30,20584,23860,63355,-1.0,608987,678,513,9867,11058,227,52,1670,1949,2526,1383,2125,10276,15650,3368,1137,5908,72129,9507,124009,486,890,197,2269,386,1012,461,285,4329,792,11107,4629,8481,1877,21610,3674,9640,4392,2714,41243,7544,105804,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,95680.0,50900.0,3199.0,250,260470,9398,12752,5668,288538,171618,6911,9610,4471,29561,10464,15172,7574,6901,67426,13528
서울특별시교육청강서도서관,공공(일반),강서구,1983-01-01,서울특별시 강서구 등촌로51나길 29 (등촌동),강서도서관,37.5479003,126.8599262,02-3219-7000,http://gslib.sen.go.kr,07:00~22:00(하절기) 08:00~22:00(동절기),"매월 첫째, 셋째주 금요일 및 법정공휴일",9758,11977,6307,40707,10627,24365,11573,7129,81799,14592,218834,401,137,55,1498,320,492,124,1689,4751,411,9878,10613,188,2806,0,4014.15,452,70.0,28,50,763,1882,106879,-1.0,607823,464,347,8320,9131,227,52,1670,1949,10433,12303,4292,32816,14645,16870,6350,8276,87052,15142,208179,283,256,72,920,554,454,112,152,2424,437,5664,1217,765,618,3366,4773,1360,627,2024,23352,3093,41195,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,92352.0,40858.0,3862.0,235,260470,9398,12752,5665,288520,228712,10159,12114,6362,42205,10947,24857,11697,8818,86550,15003
서울특별시교육청개포도서관,공공(일반),강남구,1984-01-01,서울특별시 강남구 선릉로4길 30 (개포동),서울특별시교육청 개포도서관,37.48308019,127.063867,02-3460-8200,http://gplib.sen.go.kr,"하(동)절기: 07(08)~22시, 자료실 평일(문헌정보실: 9시~20시, 어린이실/디지털실: 9시~18시) / 주말(9시~17시)","매월 둘째, 넷째 목요일과 일요일을 제외한 법정공휴일 및 임시공휴일",5046,7808,3370,22879,7542,10366,6080,4173,50953,9919,128136,160,76,40,620,300,122,63,1017,8854,452,11704,4807,88,2806,0,1970.44,443,94.0,3,39,5701,8641,95610,-1.0,63907,595,355,4175,5125,227,52,1670,1949,333,416,274,1239,3033,900,171,593,16542,2587,26088,36,84,7,165,186,34,21,9,1007,73,1622,823,1805,431,4679,931,2112,1080,614,9041,1832,23348,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,12534.0,35394.0,2181.0,235,260470,9398,12752,5665,288520,139840,5206,7884,3410,23499,7842,10488,6143,5190,59807,10371
서울특별시교육청고덕평생학습관(도서관),공공(일반),강동구,1984-01-01,서울특별시 강동구 고덕로 295 (고덕동),고덕평생학습관,37.55612041,127.1580394,02-6902-2600,http://gdllc.sen.go.kr,"07:00~22:00(3월~10월),08:00~22:00(11월~2월)","매월 둘째, 넷째 월요일",7368,9762,4557,32468,10157,14383,8049,5992,64177,15020,171933,109,30,17,243,236,27,27,694,5373,102,6858,11032,871,2806,0,3408.23,1007,29.0,5,85,8243,10483,74848,-1.0,1141992,2057,1634,14622,18313,227,52,1670,1949,2974,3389,1605,10837,7018,4322,2343,2879,40159,6285,81811,781,889,421,2844,1842,1134,615,756,10540,1649,21471,11520,13127,6217,41979,27186,16740,9076,11152,155562,24349,316908,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,118365.0,49131.0,4801.0,235,261588,9935,12752,5665,290175,178791,7477,9792,4574,32711,10393,14410,8076,6686,69550,15122
서울특별시교육청고척도서관,공공(일반),구로구,1990-01-01,서울특별시 구로구 고척로45길 31 (고척동),고척로45길 31  (고척동),37.50534626,126.8530515,02-2680-2414,http://gclib.sen.go.kr,"평일 : 09:00~20:00, 주말 : 09:00~17:00  (장시간 개관 자료실 기준)","둘째, 넷째 수요일",9067,11487,5785,38974,11827,16935,9320,8134,81183,17151,209863,132,218,88,769,337,520,138,812,7930,216,11160,9856,454,2806,0,4127.77,528,88.0,7,48,2220,3593,120820,-1.0,327161,3139,1722,33574,38435,227,52,1670,1949,1008,967,373,3868,8391,1353,616,2641,28351,4319,51887,156,314,53,860,463,397,208,169,2111,209,4940,3795,5945,1686,14496,2479,5883,3149,2409,31801,4239,75882,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,84819.0,55855.0,3377.0,235,260470,9398,12752,5665,288520,221023,9199,11705,5873,39743,12164,17455,9458,8946,89113,17367
